,dataset,a,w,method,tlb
22653,Symbols,5,7,SPARTAN_woDAA,0.2995295056148526
22654,Symbols,5,7,SPARTAN,0.3536610161842045
22655,Symbols,6,7,SAX,0.3731927723281534
22656,Symbols,6,7,SFA,0.3220897842074834
22658,Symbols,6,7,SPARTAN_woDAA,0.3704220370068454
22659,Symbols,6,7,SPARTAN,0.3808742355762819
22660,Symbols,7,7,SAX,0.4086496818732846
22661,Symbols,7,7,SFA,0.3577528952621903
22663,Symbols,7,7,SPARTAN_woDAA,0.3895807183571776
22664,Symbols,7,7,SPARTAN,0.3837454047644685
22665,Symbols,8,7,SAX,0.4462347271721501
22666,Symbols,8,7,SFA,0.3713883759685884
22668,Symbols,8,7,SPARTAN_woDAA,0.3957560695972712
22669,Symbols,8,7,SPARTAN,0.4842057484020738
22670,Symbols,9,7,SAX,0.4779039665071217
22671,Symbols,9,7,SFA,0.4263800631391336
22673,Symbols,9,7,SPARTAN_woDAA,0.5102231727730445
22674,Symbols,9,7,SPARTAN,0.5132418389261169
22675,Symbols,10,7,SAX,0.5023104342010983
22676,Symbols,10,7,SFA,0.4347255449536883
22678,Symbols,10,7,SPARTAN_woDAA,0.4850514170601039
22679,Symbols,10,7,SPARTAN,0.5208250099991831
22680,Symbols,4,8,SAX,0.2772679471603455
22681,Symbols,4,8,SFA,0.2584929470574637
22683,Symbols,4,8,SPARTAN_woDAA,0.2440655833658878
22684,Symbols,4,8,SPARTAN,0.3338380954398083
22685,Symbols,5,8,SAX,0.3528598866219555
22686,Symbols,5,8,SFA,0.3053373098212277
22688,Symbols,5,8,SPARTAN_woDAA,0.3077418453764196
22689,Symbols,5,8,SPARTAN,0.3613019907315178
22690,Symbols,6,8,SAX,0.4046742351531538
22691,Symbols,6,8,SFA,0.3452763747986269
22693,Symbols,6,8,SPARTAN_woDAA,0.3791174231584013
22694,Symbols,6,8,SPARTAN,0.3837454047644685
22695,Symbols,7,8,SAX,0.4462322340979816
22696,Symbols,7,8,SFA,0.3804292313728892
22698,Symbols,7,8,SPARTAN_woDAA,0.3987103189524735
22699,Symbols,7,8,SPARTAN,0.3976768408686617
22700,Symbols,8,8,SAX,0.4770158408557033
22701,Symbols,8,8,SFA,0.3928096065488942
22703,Symbols,8,8,SPARTAN_woDAA,0.404994198182721
22704,Symbols,8,8,SPARTAN,0.5208250099991831
22705,Symbols,9,8,SAX,0.5023821315935925
22706,Symbols,9,8,SFA,0.4846491685235968
22708,Symbols,9,8,SPARTAN_woDAA,0.5214431530161355
22709,Symbols,9,8,SPARTAN,0.5228815702838441
22710,Symbols,10,8,SAX,0.5290607506362923
22711,Symbols,10,8,SFA,0.4915586695694927
22713,Symbols,10,8,SPARTAN_woDAA,0.4958264294632897
22714,Symbols,10,8,SPARTAN,0.5386304237413314
22715,Symbols,4,9,SAX,0.2948682803707262
22716,Symbols,4,9,SFA,0.2640962473182288
22718,Symbols,4,9,SPARTAN_woDAA,0.2470595349344226
22719,Symbols,4,9,SPARTAN,0.3536610161842045
22720,Symbols,5,9,SAX,0.3627100230060938
22721,Symbols,5,9,SFA,0.3123018671945673
22723,Symbols,5,9,SPARTAN_woDAA,0.3108033025333252
22724,Symbols,5,9,SPARTAN,0.3808742355762819
22725,Symbols,6,9,SAX,0.423492531580211
22726,Symbols,6,9,SFA,0.3527937312517935
22728,Symbols,6,9,SPARTAN_woDAA,0.3820645497849464
22729,Symbols,6,9,SPARTAN,0.3976768408686617
22730,Symbols,7,9,SAX,0.4608830384724054
22731,Symbols,7,9,SFA,0.3895942413402344
22733,Symbols,7,9,SPARTAN_woDAA,0.4025162226574023
22734,Symbols,7,9,SPARTAN,0.404994198182721
22735,Symbols,8,9,SAX,0.4941701726886161
22736,Symbols,8,9,SFA,0.4022423178861507
22738,Symbols,8,9,SPARTAN_woDAA,0.4087890121331082
22739,Symbols,8,9,SPARTAN,0.5386304237413314
22740,Symbols,9,9,SAX,0.5194450925111511
22741,Symbols,9,9,SFA,0.4979653969811439
22743,Symbols,9,9,SPARTAN_woDAA,0.5253673923357071
22744,Symbols,9,9,SPARTAN,0.5404205442691823
22745,Symbols,10,9,SAX,0.5443227685774361
22746,Symbols,10,9,SFA,0.5048683906803276
22748,Symbols,10,9,SPARTAN_woDAA,0.4994987292917692
22749,Symbols,10,9,SPARTAN,0.543523033375158
22750,Symbols,4,10,SAX,0.2987270256502761
22751,Symbols,4,10,SFA,0.2737734047828659
22753,Symbols,4,10,SPARTAN_woDAA,0.2493038240585397
22754,Symbols,4,10,SPARTAN,0.3613019907315178
22755,Symbols,5,10,SAX,0.381088114460491
22756,Symbols,5,10,SFA,0.3225295062866263
22758,Symbols,5,10,SPARTAN_woDAA,0.3136828212505279
22759,Symbols,5,10,SPARTAN,0.3932376721613654
22760,Symbols,6,10,SAX,0.4400622086756579
22761,Symbols,6,10,SFA,0.3634446186272856
22763,Symbols,6,10,SPARTAN_woDAA,0.3853779219870296
22764,Symbols,6,10,SPARTAN,0.4000341497824662
22765,Symbols,7,10,SAX,0.4811512161792531
22766,Symbols,7,10,SFA,0.4003981559510428
22768,Symbols,7,10,SPARTAN_woDAA,0.4058839146932997
22769,Symbols,7,10,SPARTAN,0.4076524345771576
22770,Symbols,8,10,SAX,0.5127853286934057
22771,Symbols,8,10,SFA,0.4137981490455813
22773,Symbols,8,10,SPARTAN_woDAA,0.4119716738689779
22774,Symbols,8,10,SPARTAN,0.543523033375158
22775,Symbols,9,10,SAX,0.5388023870280453
22776,Symbols,9,10,SFA,0.5152958768369532
22778,Symbols,9,10,SPARTAN_woDAA,0.5294993552862802
22779,Symbols,9,10,SPARTAN,0.5506374300860043
22780,Symbols,10,10,SAX,0.564510263080408
22781,Symbols,10,10,SFA,0.5232753229860864
22783,Symbols,10,10,SPARTAN_woDAA,0.5036694095130854
22784,Symbols,10,10,SPARTAN,0.5577965567418982
22785,FordA,4,4,SAX,0.0007575757575757
22786,FordA,4,4,SFA,0.0084901194371689
22788,FordA,4,4,SPARTAN_woDAA,0.1809983340296093
22789,FordA,4,4,SPARTAN,0.1809983340296093
22790,FordA,5,4,SAX,0.0007575757575757
22791,FordA,5,4,SFA,0.0108370943868694
22793,FordA,5,4,SPARTAN_woDAA,0.2316236585134999
22794,FordA,5,4,SPARTAN,0.2227857053785304
22795,FordA,6,4,SAX,0.0007575757575757
22796,FordA,6,4,SFA,0.0123471913417495
22798,FordA,6,4,SPARTAN_woDAA,0.2669335141728503
22799,FordA,6,4,SPARTAN,0.2550430139740527
22800,FordA,7,4,SAX,0.0007575757575757
22801,FordA,7,4,SFA,0.013501483369982
22803,FordA,7,4,SPARTAN_woDAA,0.2949805838449931
22804,FordA,7,4,SPARTAN,0.2886665105945722
22805,FordA,8,4,SAX,0.0007575757575757
22806,FordA,8,4,SFA,0.0146002672750163
22808,FordA,8,4,SPARTAN_woDAA,0.3147535323753433
22809,FordA,8,4,SPARTAN,0.3147535323753433
22810,FordA,9,4,SAX,0.0007580250921918
22811,FordA,9,4,SFA,0.0155769406073163
22813,FordA,9,4,SPARTAN_woDAA,0.333859974346987
22814,FordA,9,4,SPARTAN,0.3147535323753433
22815,FordA,10,4,SAX,0.0007575757575757
22816,FordA,10,4,SFA,0.0162805177328894
22818,FordA,10,4,SPARTAN_woDAA,0.3485205515113613
22819,FordA,10,4,SPARTAN,0.3401006382556891
22820,FordA,4,5,SAX,0.0007575757575757
22821,FordA,4,5,SFA,0.0098241421566776
22823,FordA,4,5,SPARTAN_woDAA,0.2018764996101185
22824,FordA,4,5,SPARTAN,0.2018764996101185
22825,FordA,5,5,SAX,0.0007575757575757
22826,FordA,5,5,SFA,0.0126144574234194
22828,FordA,5,5,SPARTAN_woDAA,0.2549596131370953
22829,FordA,5,5,SPARTAN,0.2405675549041788
22830,FordA,6,5,SAX,0.0007575757575757
22831,FordA,6,5,SFA,0.0143460045077549
22833,FordA,6,5,SPARTAN_woDAA,0.2923583265757017
22834,FordA,6,5,SPARTAN,0.2708814133270517
22835,FordA,7,5,SAX,0.0007585736373014
22836,FordA,7,5,SFA,0.0156946832442472
22838,FordA,7,5,SPARTAN_woDAA,0.3222703573818659
22839,FordA,7,5,SPARTAN,0.3273383063366605
22840,FordA,8,5,SAX,0.0007575757575757
22841,FordA,8,5,SFA,0.0169894742010933
22843,FordA,8,5,SPARTAN_woDAA,0.3435245544198907
22844,FordA,8,5,SPARTAN,0.3435245544198907
22845,FordA,9,5,SAX,0.0007925642761093
22846,FordA,9,5,SFA,0.0180864693019712
22848,FordA,9,5,SPARTAN_woDAA,0.3632262154865019
22849,FordA,9,5,SPARTAN,0.3435245544198907
22850,FordA,10,5,SAX,0.0007575757575757
22851,FordA,10,5,SFA,0.0189100954379342
22853,FordA,10,5,SPARTAN_woDAA,0.378437453212996
22854,FordA,10,5,SPARTAN,0.3670131756898922
22855,FordA,4,6,SAX,0.0007575757575757
22856,FordA,4,6,SFA,0.0100917728035747
22858,FordA,4,6,SPARTAN_woDAA,0.2204266633367542
22859,FordA,4,6,SPARTAN,0.2204266633367542
22860,FordA,5,6,SAX,0.0007575757575757
22861,FordA,5,6,SFA,0.0129006125901162
22863,FordA,5,6,SPARTAN_woDAA,0.2766516838723792
22864,FordA,5,6,SPARTAN,0.2565905751953289
22865,FordA,6,6,SAX,0.0007575757575757
22866,FordA,6,6,SFA,0.0146254262908663
22868,FordA,6,6,SPARTAN_woDAA,0.3159711024275106
22869,FordA,6,6,SPARTAN,0.3153264565295283
22870,FordA,7,6,SAX,0.0007682093448348
22871,FordA,7,6,SFA,0.0159866442249156
22873,FordA,7,6,SPARTAN_woDAA,0.3474646563896743
22874,FordA,7,6,SPARTAN,0.3390798480473663
22875,FordA,8,6,SAX,0.0007575757575757
22876,FordA,8,6,SFA,0.0172854155935785
22878,FordA,8,6,SPARTAN_woDAA,0.3702396878793243
22879,FordA,8,6,SPARTAN,0.3702396878793243
22880,FordA,9,6,SAX,0.0010082639165453
22881,FordA,9,6,SFA,0.0183806360485272
22883,FordA,9,6,SPARTAN_woDAA,0.390526073978976
22884,FordA,9,6,SPARTAN,0.3923134715778667
22885,FordA,10,6,SAX,0.000812589616251
22886,FordA,10,6,SFA,0.0192047198627758
22888,FordA,10,6,SPARTAN_woDAA,0.4068868257707679
22889,FordA,10,6,SPARTAN,0.3923134715778667
22890,FordA,4,7,SAX,0.0007575757575757
22891,FordA,4,7,SFA,0.0115045515644446
22893,FordA,4,7,SPARTAN_woDAA,0.2338964673636499
22894,FordA,4,7,SPARTAN,0.2338964673636499
22895,FordA,5,7,SAX,0.0007579629387741
22896,FordA,5,7,SFA,0.0146691057321415
22898,FordA,5,7,SPARTAN_woDAA,0.2923273077077734
22899,FordA,5,7,SPARTAN,0.3005116175765059
22900,FordA,6,7,SAX,0.0007575757575757
22901,FordA,6,7,SFA,0.0166423037208515
22903,FordA,6,7,SPARTAN_woDAA,0.3325335414826619
22904,FordA,6,7,SPARTAN,0.3478820533942301
22905,FordA,7,7,SAX,0.0009431197982977
22906,FordA,7,7,SFA,0.0182063974351598
22908,FordA,7,7,SPARTAN_woDAA,0.3651051820032318
22909,FordA,7,7,SPARTAN,0.3629367049249669
22910,FordA,8,7,SAX,0.0007575757575757
22911,FordA,8,7,SFA,0.0196387994147128
22913,FordA,8,7,SPARTAN_woDAA,0.3886671558925024
22914,FordA,8,7,SPARTAN,0.3886671558925024
22915,FordA,9,7,SAX,0.0023166776899921
22916,FordA,9,7,SFA,0.0208819271995533
22918,FordA,9,7,SPARTAN_woDAA,0.4097120470129465
22919,FordA,9,7,SPARTAN,0.4098446950630063
22920,FordA,10,7,SAX,0.0012365453465943
22921,FordA,10,7,SFA,0.0217785224957479
22923,FordA,10,7,SPARTAN_woDAA,0.4267826596902027
22924,FordA,10,7,SPARTAN,0.4297169250038088
22925,FordA,4,8,SAX,0.0007575757575757
22926,FordA,4,8,SFA,0.0119452503421232
22928,FordA,4,8,SPARTAN_woDAA,0.2456817419147947
22929,FordA,4,8,SPARTAN,0.2456817419147947
22930,FordA,5,8,SAX,0.000782432135617
22931,FordA,5,8,SFA,0.0151568121623501
22933,FordA,5,8,SPARTAN_woDAA,0.3062036470908684
22934,FordA,5,8,SPARTAN,0.3099469551595328
22935,FordA,6,8,SAX,0.0008345823157901
22936,FordA,6,8,SFA,0.0171553118435679
22938,FordA,6,8,SPARTAN_woDAA,0.3480715819868916
22939,FordA,6,8,SPARTAN,0.3559359071180014
22940,FordA,7,8,SAX,0.0022346727147379
22941,FordA,7,8,SFA,0.0187330592067904
22943,FordA,7,8,SPARTAN_woDAA,0.3820118896555933
22944,FordA,7,8,SPARTAN,0.385396887174196
22945,FordA,8,8,SAX,0.0012789100613295
22946,FordA,8,8,SFA,0.0201797805638885
22948,FordA,8,8,SPARTAN_woDAA,0.4063086159293588
22949,FordA,8,8,SPARTAN,0.4063086159293588
22950,FordA,9,8,SAX,0.0071180930369698
22951,FordA,9,8,SFA,0.0214161612464027
22953,FordA,9,8,SPARTAN_woDAA,0.4281920237664728
22954,FordA,9,8,SPARTAN,0.426705849642914
22955,FordA,10,8,SAX,0.0044148602673054
22956,FordA,10,8,SFA,0.0223344429246511
22958,FordA,10,8,SPARTAN_woDAA,0.4457689905935146
22959,FordA,10,8,SPARTAN,0.4458954322496857
22960,FordA,4,9,SAX,0.0007575757575757
22961,FordA,4,9,SFA,0.013474857545731
22963,FordA,4,9,SPARTAN_woDAA,0.2555922708521461
22964,FordA,4,9,SPARTAN,0.2787888441973876
22965,FordA,5,9,SAX,0.0007842605963714
22966,FordA,5,9,SFA,0.0170282927947382
22968,FordA,5,9,SPARTAN_woDAA,0.3172118862012286
22969,FordA,5,9,SPARTAN,0.3179558760733805
22970,FordA,6,9,SAX,0.000833566456149
22971,FordA,6,9,SFA,0.0192309441324421
22973,FordA,6,9,SPARTAN_woDAA,0.3602688357442881
22974,FordA,6,9,SPARTAN,0.3771568267168176
22975,FordA,7,9,SAX,0.0014673998094225
22976,FordA,7,9,SFA,0.0210555797936624
22978,FordA,7,9,SPARTAN_woDAA,0.3950719137796282
22979,FordA,7,9,SPARTAN,0.4017355240062372
22980,FordA,8,9,SAX,0.0013538920857936
22981,FordA,8,9,SFA,0.0226667590409796
22983,FordA,8,9,SPARTAN_woDAA,0.4201975510898297
22984,FordA,8,9,SPARTAN,0.4323145610337636
22985,FordA,9,9,SAX,0.0046005371259463
22986,FordA,9,9,SFA,0.0240333497925164
22988,FordA,9,9,SPARTAN_woDAA,0.4424484910865933
22989,FordA,9,9,SPARTAN,0.4512720236040469
22990,FordA,10,9,SAX,0.0043205471305137
22991,FordA,10,9,SFA,0.0250734692532794
22993,FordA,10,9,SPARTAN_woDAA,0.4605867224547157
22994,FordA,10,9,SPARTAN,0.458711715965252
22995,FordA,4,10,SAX,0.0007575757575757
22996,FordA,4,10,SFA,0.0140490642896477
22998,FordA,4,10,SPARTAN_woDAA,0.2638743798012409
22999,FordA,4,10,SPARTAN,0.3099469551595328
23000,FordA,5,10,SAX,0.000831008324087
23001,FordA,5,10,SFA,0.0176339377606084
23003,FordA,5,10,SPARTAN_woDAA,0.3269542372907279
23004,FordA,5,10,SPARTAN,0.3472958954620642
23005,FordA,6,10,SAX,0.0010413887108977
23006,FordA,6,10,SFA,0.0198700111716825
23008,FordA,6,10,SPARTAN_woDAA,0.3708403124031325
23009,FordA,6,10,SPARTAN,0.3828108687924254
23010,FordA,7,10,SAX,0.0021719348194039
23011,FordA,7,10,SFA,0.0217247507053664
23013,FordA,7,10,SPARTAN_woDAA,0.4066789669030233
23014,FordA,7,10,SPARTAN,0.4172324417282946
23015,FordA,8,10,SAX,0.0024722074140625
23016,FordA,8,10,SFA,0.0233665128189115
23018,FordA,8,10,SPARTAN_woDAA,0.4325603404038836
23019,FordA,8,10,SPARTAN,0.4559276906451009
23020,FordA,9,10,SAX,0.0066839818291736
23021,FordA,9,10,SFA,0.0247543568820812
23023,FordA,9,10,SPARTAN_woDAA,0.4552380095188649
23024,FordA,9,10,SPARTAN,0.463270111967211
23025,FordA,10,10,SAX,0.0067183681122327
23026,FordA,10,10,SFA,0.0258215272070799
23028,FordA,10,10,SPARTAN_woDAA,0.4739914403960563
23029,FordA,10,10,SPARTAN,0.4850453929259574
23030,CinCECGTorso,4,4,SAX,0.027242256172548
23031,CinCECGTorso,4,4,SFA,0.119168782415679
23033,CinCECGTorso,4,4,SPARTAN_woDAA,0.2145169948265403
23034,CinCECGTorso,4,4,SPARTAN,0.2145169948265403
23035,CinCECGTorso,5,4,SAX,0.0772320526859961
23036,CinCECGTorso,5,4,SFA,0.1508919729135663
23038,CinCECGTorso,5,4,SPARTAN_woDAA,0.2798134095946725
23039,CinCECGTorso,5,4,SPARTAN,0.2564613156693776
23040,CinCECGTorso,6,4,SAX,0.0904801672554749
23041,CinCECGTorso,6,4,SFA,0.1795446789255675
23043,CinCECGTorso,6,4,SPARTAN_woDAA,0.307362738954902
23044,CinCECGTorso,6,4,SPARTAN,0.3038033011529492
23045,CinCECGTorso,7,4,SAX,0.1146073624261676
23046,CinCECGTorso,7,4,SFA,0.197364855567022
23048,CinCECGTorso,7,4,SPARTAN_woDAA,0.3387242553013779
23049,CinCECGTorso,7,4,SPARTAN,0.3366044671876393
23050,CinCECGTorso,8,4,SAX,0.1389363413149988
23051,CinCECGTorso,8,4,SFA,0.2118401023226376
23053,CinCECGTorso,8,4,SPARTAN_woDAA,0.3606707607075152
23054,CinCECGTorso,8,4,SPARTAN,0.3606707607075152
23055,CinCECGTorso,9,4,SAX,0.1469525271604813
23056,CinCECGTorso,9,4,SFA,0.2171730654078646
23058,CinCECGTorso,9,4,SPARTAN_woDAA,0.38322060875272
23059,CinCECGTorso,9,4,SPARTAN,0.3606707607075152
23060,CinCECGTorso,10,4,SAX,0.159930497841179
23061,CinCECGTorso,10,4,SFA,0.2259277311357319
23063,CinCECGTorso,10,4,SPARTAN_woDAA,0.4018027100600698
23064,CinCECGTorso,10,4,SPARTAN,0.3745216374434891
23065,CinCECGTorso,4,5,SAX,0.0732749764405989
23066,CinCECGTorso,4,5,SFA,0.1309982793861426
23068,CinCECGTorso,4,5,SPARTAN_woDAA,0.2485083272400533
23069,CinCECGTorso,4,5,SPARTAN,0.2485083272400533
23070,CinCECGTorso,5,5,SAX,0.0993291393044583
23071,CinCECGTorso,5,5,SFA,0.1695393350731523
23073,CinCECGTorso,5,5,SPARTAN_woDAA,0.3183445015146344
23074,CinCECGTorso,5,5,SPARTAN,0.2855864076835944
23075,CinCECGTorso,6,5,SAX,0.1347890533892067
23076,CinCECGTorso,6,5,SFA,0.1991016321882562
23078,CinCECGTorso,6,5,SPARTAN_woDAA,0.3532119772621759
23079,CinCECGTorso,6,5,SPARTAN,0.3290465489113692
23080,CinCECGTorso,7,5,SAX,0.1550094593848325
23081,CinCECGTorso,7,5,SFA,0.2184335419430203
23083,CinCECGTorso,7,5,SPARTAN_woDAA,0.385770699289735
23084,CinCECGTorso,7,5,SPARTAN,0.3821803603698885
23085,CinCECGTorso,8,5,SAX,0.1774388199277634
23086,CinCECGTorso,8,5,SFA,0.2336232648847011
23088,CinCECGTorso,8,5,SPARTAN_woDAA,0.4078497028001845
23089,CinCECGTorso,8,5,SPARTAN,0.4078497028001845
23090,CinCECGTorso,9,5,SAX,0.1910376360204315
23091,CinCECGTorso,9,5,SFA,0.2420991956361403
23093,CinCECGTorso,9,5,SPARTAN_woDAA,0.430391978866419
23094,CinCECGTorso,9,5,SPARTAN,0.4078497028001845
23095,CinCECGTorso,10,5,SAX,0.2026223060864612
23096,CinCECGTorso,10,5,SFA,0.2528823054608521
23098,CinCECGTorso,10,5,SPARTAN_woDAA,0.4498538234305662
23099,CinCECGTorso,10,5,SPARTAN,0.420151719805874
23100,CinCECGTorso,4,6,SAX,0.1127935077690765
23101,CinCECGTorso,4,6,SFA,0.147340184114108
23103,CinCECGTorso,4,6,SPARTAN_woDAA,0.2730971545750167
23104,CinCECGTorso,4,6,SPARTAN,0.2730971545750167
23105,CinCECGTorso,5,6,SAX,0.1475482003622028
23106,CinCECGTorso,5,6,SFA,0.1928621352819852
23108,CinCECGTorso,5,6,SPARTAN_woDAA,0.3493826709859214
23109,CinCECGTorso,5,6,SPARTAN,0.3076270055708178
23110,CinCECGTorso,6,6,SAX,0.1830621828167773
23111,CinCECGTorso,6,6,SFA,0.2220181759646938
23113,CinCECGTorso,6,6,SPARTAN_woDAA,0.3932295244630823
23114,CinCECGTorso,6,6,SPARTAN,0.3776595869169603
23115,CinCECGTorso,7,6,SAX,0.2038176137366462
23116,CinCECGTorso,7,6,SFA,0.2445077442283605
23118,CinCECGTorso,7,6,SPARTAN_woDAA,0.4261790068509203
23119,CinCECGTorso,7,6,SPARTAN,0.3989998257154798
23120,CinCECGTorso,8,6,SAX,0.2230272843552833
23121,CinCECGTorso,8,6,SFA,0.2613512496600954
23123,CinCECGTorso,8,6,SPARTAN_woDAA,0.4506069756638178
23124,CinCECGTorso,8,6,SPARTAN,0.4506069756638178
23125,CinCECGTorso,9,6,SAX,0.2374532090111718
23126,CinCECGTorso,9,6,SFA,0.2703857300926996
23128,CinCECGTorso,9,6,SPARTAN_woDAA,0.4742236597274393
23129,CinCECGTorso,9,6,SPARTAN,0.4619522561479794
23130,CinCECGTorso,10,6,SAX,0.2499428437216564
23131,CinCECGTorso,10,6,SFA,0.2824703695096141
23133,CinCECGTorso,10,6,SPARTAN_woDAA,0.4942362195071776
23134,CinCECGTorso,10,6,SPARTAN,0.4619522561479794
23135,CinCECGTorso,4,7,SAX,0.137365868547431
23136,CinCECGTorso,4,7,SFA,0.1691582254548601
23138,CinCECGTorso,4,7,SPARTAN_woDAA,0.2884242258304374
23139,CinCECGTorso,4,7,SPARTAN,0.3076270055708178
23140,CinCECGTorso,5,7,SAX,0.1770478505173267
23141,CinCECGTorso,5,7,SFA,0.2160781174394232
23143,CinCECGTorso,5,7,SPARTAN_woDAA,0.3663809221072678
23144,CinCECGTorso,5,7,SPARTAN,0.3615703490407818
23145,CinCECGTorso,6,7,SAX,0.204125273254384
23146,CinCECGTorso,6,7,SFA,0.2480408362798889
23148,CinCECGTorso,6,7,SPARTAN_woDAA,0.4134586275523031
23149,CinCECGTorso,6,7,SPARTAN,0.4095959444639155
23150,CinCECGTorso,7,7,SAX,0.2256322131483958
23151,CinCECGTorso,7,7,SFA,0.2732685551055025
23153,CinCECGTorso,7,7,SPARTAN_woDAA,0.4490731858951685
23154,CinCECGTorso,7,7,SPARTAN,0.4332185347194964
23155,CinCECGTorso,8,7,SAX,0.2449439119712701
23156,CinCECGTorso,8,7,SFA,0.2920192533512464
23158,CinCECGTorso,8,7,SPARTAN_woDAA,0.4752819006851204
23159,CinCECGTorso,8,7,SPARTAN,0.4708073114876007
23160,CinCECGTorso,9,7,SAX,0.2607197520736943
23161,CinCECGTorso,9,7,SFA,0.3025828914170509
23163,CinCECGTorso,9,7,SPARTAN_woDAA,0.499588967497182
23164,CinCECGTorso,9,7,SPARTAN,0.4887879251073802
23165,CinCECGTorso,10,7,SAX,0.2748559693498872
23166,CinCECGTorso,10,7,SFA,0.3145785460805277
23168,CinCECGTorso,10,7,SPARTAN_woDAA,0.5212581558796833
23169,CinCECGTorso,10,7,SPARTAN,0.5036785700500482
23170,CinCECGTorso,4,8,SAX,0.1478946536761997
23171,CinCECGTorso,4,8,SFA,0.1788827059131054
23173,CinCECGTorso,4,8,SPARTAN_woDAA,0.3091890809638764
23174,CinCECGTorso,4,8,SPARTAN,0.349088122364373
23175,CinCECGTorso,5,8,SAX,0.1892774333473873
23176,CinCECGTorso,5,8,SFA,0.2266662318286077
23178,CinCECGTorso,5,8,SPARTAN_woDAA,0.3875720811518977
23179,CinCECGTorso,5,8,SPARTAN,0.3889763343670652
23180,CinCECGTorso,6,8,SAX,0.2172459034045917
23181,CinCECGTorso,6,8,SFA,0.2586582162006479
23183,CinCECGTorso,6,8,SPARTAN_woDAA,0.4394936263139231
23184,CinCECGTorso,6,8,SPARTAN,0.4248816143392774
23185,CinCECGTorso,7,8,SAX,0.2381005716618199
23186,CinCECGTorso,7,8,SFA,0.2851264958556855
23188,CinCECGTorso,7,8,SPARTAN_woDAA,0.4775210980959558
23189,CinCECGTorso,7,8,SPARTAN,0.472915507194375
23190,CinCECGTorso,8,8,SAX,0.2626186439096837
23191,CinCECGTorso,8,8,SFA,0.3033943320660761
23193,CinCECGTorso,8,8,SPARTAN_woDAA,0.5045581167543707
23194,CinCECGTorso,8,8,SPARTAN,0.5013145465381758
23195,CinCECGTorso,9,8,SAX,0.2746799148678018
23196,CinCECGTorso,9,8,SFA,0.3146094224542015
23198,CinCECGTorso,9,8,SPARTAN_woDAA,0.5300786279697575
23199,CinCECGTorso,9,8,SPARTAN,0.5156516105900814
23200,CinCECGTorso,10,8,SAX,0.2878179144833434
23201,CinCECGTorso,10,8,SFA,0.3265715262924167
23203,CinCECGTorso,10,8,SPARTAN_woDAA,0.5504541959060898
23204,CinCECGTorso,10,8,SPARTAN,0.5292669360615634
23205,CinCECGTorso,4,9,SAX,0.1694933254785502
23206,CinCECGTorso,4,9,SFA,0.1928424726466199
23208,CinCECGTorso,4,9,SPARTAN_woDAA,0.3163368978057376
23209,CinCECGTorso,4,9,SPARTAN,0.3615703490407818
23210,CinCECGTorso,5,9,SAX,0.2240105251258733
23211,CinCECGTorso,5,9,SFA,0.2420025039859704
23213,CinCECGTorso,5,9,SPARTAN_woDAA,0.3962695296827869
23214,CinCECGTorso,5,9,SPARTAN,0.4050384479932468
23215,CinCECGTorso,6,9,SAX,0.2536669778160543
23216,CinCECGTorso,6,9,SFA,0.274867951690792
23218,CinCECGTorso,6,9,SPARTAN_woDAA,0.448281231837574
23219,CinCECGTorso,6,9,SPARTAN,0.4523094932964119
23220,CinCECGTorso,7,9,SAX,0.2766653807137472
23221,CinCECGTorso,7,9,SFA,0.3028962545264834
23223,CinCECGTorso,7,9,SPARTAN_woDAA,0.4879018946244803
23224,CinCECGTorso,7,9,SPARTAN,0.4922323237357044
23225,CinCECGTorso,8,9,SAX,0.2955393415112075
23226,CinCECGTorso,8,9,SFA,0.3213029660745155
23228,CinCECGTorso,8,9,SPARTAN_woDAA,0.5150889259543945
23229,CinCECGTorso,8,9,SPARTAN,0.519727816039458
23230,CinCECGTorso,9,9,SAX,0.308722156686477
23231,CinCECGTorso,9,9,SFA,0.3335615230846039
23233,CinCECGTorso,9,9,SPARTAN_woDAA,0.541292873998688
23234,CinCECGTorso,9,9,SPARTAN,0.5332136616807553
23235,CinCECGTorso,10,9,SAX,0.3244507355472999
23236,CinCECGTorso,10,9,SFA,0.3460599081511837
23238,CinCECGTorso,10,9,SPARTAN_woDAA,0.5616446295944055
23239,CinCECGTorso,10,9,SPARTAN,0.5486008281534152
23240,CinCECGTorso,4,10,SAX,0.1735056459291739
23241,CinCECGTorso,4,10,SFA,0.2014995347722454
23243,CinCECGTorso,4,10,SPARTAN_woDAA,0.3208063895751579
23244,CinCECGTorso,4,10,SPARTAN,0.3889763343670652
23245,CinCECGTorso,5,10,SAX,0.2311920323644543
23246,CinCECGTorso,5,10,SFA,0.2511038543060253
23248,CinCECGTorso,5,10,SPARTAN_woDAA,0.4022905399648465
23249,CinCECGTorso,5,10,SPARTAN,0.4300628709080294
23250,CinCECGTorso,6,10,SAX,0.2671470592032366
23251,CinCECGTorso,6,10,SFA,0.2841832120127141
23253,CinCECGTorso,6,10,SPARTAN_woDAA,0.4549682108876781
23254,CinCECGTorso,6,10,SPARTAN,0.455351156657163
23255,CinCECGTorso,7,10,SAX,0.2943866761708572
23256,CinCECGTorso,7,10,SFA,0.3137928770363322
23258,CinCECGTorso,7,10,SPARTAN_woDAA,0.4954248004316468
