dataset,a,w,method,tlb,param
ToeSegmentation2,10,6,sfa,0.4852762312378895,var
ToeSegmentation2,10,6,spartan,0.4931692832268862,woDAA
ToeSegmentation2,10,6,spartan,0.4775687366487877,dp_debug-reg7-delta0.5
ToeSegmentation2,4,7,sax,0.2781740641851854,none
ToeSegmentation2,4,7,sfa,0.3089139394325784,none
ToeSegmentation2,4,7,sfa,0.3089139394325784,var
ToeSegmentation2,4,7,spartan,0.3176912741490797,woDAA
ToeSegmentation2,4,7,spartan,0.3564263122219385,dp_debug-reg7-delta0.5
ToeSegmentation2,5,7,sax,0.327634632570221,none
ToeSegmentation2,5,7,sfa,0.3565277923493807,none
ToeSegmentation2,5,7,sfa,0.3565277923493807,var
ToeSegmentation2,5,7,spartan,0.3867218867757278,woDAA
ToeSegmentation2,5,7,spartan,0.4202088508069383,dp_debug-reg7-delta0.5
ToeSegmentation2,6,7,sax,0.3717327163600686,none
ToeSegmentation2,6,7,sfa,0.3993429004361917,none
ToeSegmentation2,6,7,sfa,0.3993429004361917,var
ToeSegmentation2,6,7,spartan,0.4241400315276598,woDAA
ToeSegmentation2,6,7,spartan,0.4462319973341312,dp_debug-reg7-delta0.5
ToeSegmentation2,7,7,sax,0.4009026637663337,none
ToeSegmentation2,7,7,sfa,0.4290740945425039,none
ToeSegmentation2,7,7,sfa,0.4290740945425039,var
ToeSegmentation2,7,7,spartan,0.4634886795037229,woDAA
ToeSegmentation2,7,7,spartan,0.4524766595102811,dp_debug-reg7-delta0.5
ToeSegmentation2,8,7,sax,0.4246622294746534,none
ToeSegmentation2,8,7,sfa,0.4578379837902285,none
ToeSegmentation2,8,7,sfa,0.4578379837902285,var
ToeSegmentation2,8,7,spartan,0.4877133274020848,woDAA
ToeSegmentation2,8,7,spartan,0.4896554132430294,dp_debug-reg7-delta0.5
ToeSegmentation2,9,7,sax,0.4468862079505671,none
ToeSegmentation2,9,7,sfa,0.4891223297752461,none
ToeSegmentation2,9,7,sfa,0.4891223297752461,var
ToeSegmentation2,9,7,spartan,0.4996716011015996,woDAA
ToeSegmentation2,9,7,spartan,0.5102464612453125,dp_debug-reg7-delta0.5
ToeSegmentation2,10,7,sax,0.4627905869466129,none
ToeSegmentation2,10,7,sfa,0.5004660300270449,none
ToeSegmentation2,10,7,sfa,0.5004660300270449,var
ToeSegmentation2,10,7,spartan,0.5220674229142345,woDAA
ToeSegmentation2,10,7,spartan,0.525969665056591,dp_debug-reg7-delta0.5
ToeSegmentation2,4,8,sax,0.294639723719007,none
ToeSegmentation2,4,8,sfa,0.3187380128053154,none
ToeSegmentation2,4,8,sfa,0.3187380128053154,var
ToeSegmentation2,4,8,spartan,0.3357744039273315,woDAA
ToeSegmentation2,4,8,spartan,0.4047821572756792,dp_debug-reg7-delta0.5
ToeSegmentation2,5,8,sax,0.3523359419862977,none
ToeSegmentation2,5,8,sfa,0.3688732125311049,none
ToeSegmentation2,5,8,sfa,0.3688732125311049,var
ToeSegmentation2,5,8,spartan,0.4059158275806276,woDAA
ToeSegmentation2,5,8,spartan,0.435217114352614,dp_debug-reg7-delta0.5
ToeSegmentation2,6,8,sax,0.4002087347826522,none
ToeSegmentation2,6,8,sfa,0.4120108034970733,none
ToeSegmentation2,6,8,sfa,0.4120108034970733,var
ToeSegmentation2,6,8,spartan,0.4439632345387271,woDAA
ToeSegmentation2,6,8,spartan,0.4587268445006762,dp_debug-reg7-delta0.5
ToeSegmentation2,7,8,sax,0.4315372293665453,none
ToeSegmentation2,7,8,sfa,0.441738630247083,none
ToeSegmentation2,7,8,sfa,0.441738630247083,var
ToeSegmentation2,7,8,spartan,0.4829608848235447,woDAA
ToeSegmentation2,7,8,spartan,0.4821597417064631,dp_debug-reg7-delta0.5
ToeSegmentation2,8,8,sax,0.4514138534855133,none
ToeSegmentation2,8,8,sfa,0.4718500867057151,none
ToeSegmentation2,8,8,sfa,0.4718500867057151,var
ToeSegmentation2,8,8,spartan,0.5084805875655264,woDAA
ToeSegmentation2,8,8,spartan,0.5206949191306877,dp_debug-reg7-delta0.5
ToeSegmentation2,9,8,sax,0.4778013009385192,none
ToeSegmentation2,9,8,sfa,0.5015975837440675,none
ToeSegmentation2,9,8,sfa,0.5015975837440675,var
ToeSegmentation2,9,8,spartan,0.5243118267569242,woDAA
ToeSegmentation2,9,8,spartan,0.5360152988077623,dp_debug-reg7-delta0.5
ToeSegmentation2,10,8,sax,0.4943457080389311,none
ToeSegmentation2,10,8,sfa,0.5141444571115775,none
ToeSegmentation2,10,8,sfa,0.5141444571115775,var
ToeSegmentation2,10,8,spartan,0.5466179229978301,woDAA
ToeSegmentation2,10,8,spartan,0.5465130073368613,dp_debug-reg7-delta0.5
ToeSegmentation2,4,9,sax,0.3245588980086615,none
ToeSegmentation2,4,9,sfa,0.3330392061257554,none
ToeSegmentation2,4,9,sfa,0.3330392061257554,var
ToeSegmentation2,4,9,spartan,0.3467188503143228,woDAA
ToeSegmentation2,4,9,spartan,0.4202088508069383,dp_debug-reg7-delta0.5
ToeSegmentation2,5,9,sax,0.3885255417046324,none
ToeSegmentation2,5,9,sfa,0.3857975718556465,none
ToeSegmentation2,5,9,sfa,0.3857975718556465,var
ToeSegmentation2,5,9,spartan,0.4170438927422301,woDAA
ToeSegmentation2,5,9,spartan,0.4482392172842397,dp_debug-reg7-delta0.5
ToeSegmentation2,6,9,sax,0.4278230889436317,none
ToeSegmentation2,6,9,sfa,0.4309984416296013,none
ToeSegmentation2,6,9,sfa,0.4309984416296013,var
ToeSegmentation2,6,9,spartan,0.4567704023195196,woDAA
ToeSegmentation2,6,9,spartan,0.4720301947886447,dp_debug-reg7-delta0.5
ToeSegmentation2,7,9,sax,0.4656541095397704,none
ToeSegmentation2,7,9,sfa,0.4600754733635696,none
ToeSegmentation2,7,9,sfa,0.4600754733635696,var
ToeSegmentation2,7,9,spartan,0.4946688343743283,woDAA
ToeSegmentation2,7,9,spartan,0.5052786564111457,dp_debug-reg7-delta0.5
ToeSegmentation2,8,9,sax,0.4892143305127692,none
ToeSegmentation2,8,9,sfa,0.4912253734968911,none
ToeSegmentation2,8,9,sfa,0.4912253734968911,var
ToeSegmentation2,8,9,spartan,0.5217168531377959,woDAA
ToeSegmentation2,8,9,spartan,0.542162433037476,dp_debug-reg7-delta0.5
ToeSegmentation2,9,9,sax,0.5120292588763432,none
ToeSegmentation2,9,9,sfa,0.5209703328224761,none
ToeSegmentation2,9,9,sfa,0.5209703328224761,var
ToeSegmentation2,9,9,spartan,0.5377949342378638,woDAA
ToeSegmentation2,9,9,spartan,0.5524821963310553,dp_debug-reg7-delta0.5
ToeSegmentation2,10,9,sax,0.5282652139399798,none
ToeSegmentation2,10,9,sfa,0.5337316917467306,none
ToeSegmentation2,10,9,sfa,0.5337316917467306,var
ToeSegmentation2,10,9,spartan,0.560373559716531,woDAA
ToeSegmentation2,10,9,spartan,0.5612889169000872,dp_debug-reg7-delta0.5
ToeSegmentation2,4,10,sax,0.3336878444594632,none
ToeSegmentation2,4,10,sfa,0.3463290494812826,none
ToeSegmentation2,4,10,sfa,0.3463290494812826,var
ToeSegmentation2,4,10,spartan,0.3535237482117174,woDAA
ToeSegmentation2,4,10,spartan,0.435217114352614,dp_debug-reg7-delta0.5
ToeSegmentation2,5,10,sax,0.3916772236718974,none
ToeSegmentation2,5,10,sfa,0.4026799611212289,none
ToeSegmentation2,5,10,sfa,0.4026799611212289,var
ToeSegmentation2,5,10,spartan,0.424736021709979,woDAA
ToeSegmentation2,5,10,spartan,0.4663795714641878,dp_debug-reg7-delta0.5
ToeSegmentation2,6,10,sax,0.4266607711028767,none
ToeSegmentation2,6,10,sfa,0.4496616647307011,none
ToeSegmentation2,6,10,sfa,0.4496616647307011,var
ToeSegmentation2,6,10,spartan,0.4649914775510127,woDAA
ToeSegmentation2,6,10,spartan,0.4768421145965265,dp_debug-reg7-delta0.5
ToeSegmentation2,7,10,sax,0.4751676726715539,none
ToeSegmentation2,7,10,sfa,0.4797033768797478,none
ToeSegmentation2,7,10,sfa,0.4797033768797478,var
ToeSegmentation2,7,10,spartan,0.5030197519858132,woDAA
ToeSegmentation2,7,10,spartan,0.5190972430079808,dp_debug-reg7-delta0.5
ToeSegmentation2,8,10,sax,0.4951569748074746,none
ToeSegmentation2,8,10,sfa,0.5115976806129866,none
ToeSegmentation2,8,10,sfa,0.5115976806129866,var
ToeSegmentation2,8,10,spartan,0.5312776308619515,woDAA
ToeSegmentation2,8,10,spartan,0.5563454830817353,dp_debug-reg7-delta0.5
ToeSegmentation2,9,10,sax,0.5177050542460137,none
ToeSegmentation2,9,10,sfa,0.5420137761070397,none
ToeSegmentation2,9,10,sfa,0.5420137761070397,var
ToeSegmentation2,9,10,spartan,0.5484421166507738,woDAA
ToeSegmentation2,9,10,spartan,0.5650566824423022,dp_debug-reg7-delta0.5
ToeSegmentation2,10,10,sax,0.536392470191436,none
ToeSegmentation2,10,10,sfa,0.5550371710213655,none
ToeSegmentation2,10,10,sfa,0.5550371710213655,var
ToeSegmentation2,10,10,spartan,0.5709205139124399,woDAA
ToeSegmentation2,10,10,spartan,0.5816905119012464,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,4,4,sax,0.1000795581862108,none
MixedShapesRegularTrain,4,4,sfa,0.2620627495979778,none
MixedShapesRegularTrain,4,4,sfa,0.2952025663159454,var
MixedShapesRegularTrain,4,4,spartan,0.2819232932169639,woDAA
MixedShapesRegularTrain,4,4,spartan,0.2819232932169639,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,5,4,sax,0.1525126282780939,none
MixedShapesRegularTrain,5,4,sfa,0.3216824733641641,none
MixedShapesRegularTrain,5,4,sfa,0.3631071084947032,var
MixedShapesRegularTrain,5,4,spartan,0.363274816583805,woDAA
MixedShapesRegularTrain,5,4,spartan,0.3721779553739345,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,6,4,sax,0.1824297655534374,none
MixedShapesRegularTrain,6,4,sfa,0.363724197378352,none
MixedShapesRegularTrain,6,4,sfa,0.4079238205249479,var
MixedShapesRegularTrain,6,4,spartan,0.4262175083069341,woDAA
MixedShapesRegularTrain,6,4,spartan,0.4491885682636475,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,7,4,sax,0.2070673687391866,none
MixedShapesRegularTrain,7,4,sfa,0.395915654011988,none
MixedShapesRegularTrain,7,4,sfa,0.4448296342893616,var
MixedShapesRegularTrain,7,4,spartan,0.4748412442509193,woDAA
MixedShapesRegularTrain,7,4,spartan,0.4796551319281891,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,8,4,sax,0.2333766304424715,none
MixedShapesRegularTrain,8,4,sfa,0.4210678602929744,none
MixedShapesRegularTrain,8,4,sfa,0.4723259405772025,var
MixedShapesRegularTrain,8,4,spartan,0.5099240858186506,woDAA
MixedShapesRegularTrain,8,4,spartan,0.5099240858186506,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,9,4,sax,0.2545828388845512,none
MixedShapesRegularTrain,9,4,sfa,0.4401335082220603,none
MixedShapesRegularTrain,9,4,sfa,0.4953918318510668,var
MixedShapesRegularTrain,9,4,spartan,0.5319790667166095,woDAA
MixedShapesRegularTrain,9,4,spartan,0.5099240858186506,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,10,4,sax,0.2741664325732038,none
MixedShapesRegularTrain,10,4,sfa,0.4570137604426884,none
MixedShapesRegularTrain,10,4,sfa,0.5135532285755225,var
MixedShapesRegularTrain,10,4,spartan,0.5513781930838687,woDAA
MixedShapesRegularTrain,10,4,spartan,0.5481966390449521,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,4,5,sax,0.1930897001844471,none
MixedShapesRegularTrain,4,5,sfa,0.2986634338294645,none
MixedShapesRegularTrain,4,5,sfa,0.3149137500741502,var
MixedShapesRegularTrain,4,5,spartan,0.3073100348191208,woDAA
MixedShapesRegularTrain,4,5,spartan,0.3721779553739345,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,5,5,sax,0.2475312629201793,none
MixedShapesRegularTrain,5,5,sfa,0.3648261548193783,none
MixedShapesRegularTrain,5,5,sfa,0.3850124200487295,var
MixedShapesRegularTrain,5,5,spartan,0.3934943435508802,woDAA
MixedShapesRegularTrain,5,5,spartan,0.393691928833651,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,6,5,sax,0.2795293092116799,none
MixedShapesRegularTrain,6,5,sfa,0.4111273639975062,none
MixedShapesRegularTrain,6,5,sfa,0.4346020930070853,var
MixedShapesRegularTrain,6,5,spartan,0.4600582952441354,woDAA
MixedShapesRegularTrain,6,5,spartan,0.467510973424465,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,7,5,sax,0.3065567472545183,none
MixedShapesRegularTrain,7,5,sfa,0.4484101551273809,none
MixedShapesRegularTrain,7,5,sfa,0.4734039265838546,var
MixedShapesRegularTrain,7,5,spartan,0.5108063551362209,woDAA
MixedShapesRegularTrain,7,5,spartan,0.5248435022950965,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,8,5,sax,0.334144500734543,none
MixedShapesRegularTrain,8,5,sfa,0.4760828253691694,none
MixedShapesRegularTrain,8,5,sfa,0.5026838864402545,var
MixedShapesRegularTrain,8,5,spartan,0.5473296547676417,woDAA
MixedShapesRegularTrain,8,5,spartan,0.5619895645494823,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,9,5,sax,0.3567449509451415,none
MixedShapesRegularTrain,9,5,sfa,0.4976503609713921,none
MixedShapesRegularTrain,9,5,sfa,0.5259124879019238,var
MixedShapesRegularTrain,9,5,spartan,0.5713563398649116,woDAA
MixedShapesRegularTrain,9,5,spartan,0.5619895645494823,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,10,5,sax,0.3784031881845026,none
MixedShapesRegularTrain,10,5,sfa,0.5157439096028794,none
MixedShapesRegularTrain,10,5,sfa,0.5451917633393422,var
MixedShapesRegularTrain,10,5,spartan,0.5913904965863623,woDAA
MixedShapesRegularTrain,10,5,spartan,0.5830253579641737,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,4,6,sax,0.2292382155790561,none
MixedShapesRegularTrain,4,6,sfa,0.3238807977959744,none
MixedShapesRegularTrain,4,6,sfa,0.3445309213255313,var
MixedShapesRegularTrain,4,6,spartan,0.3210774413411156,woDAA
MixedShapesRegularTrain,4,6,spartan,0.393691928833651,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,5,6,sax,0.2972772935650566,none
MixedShapesRegularTrain,5,6,sfa,0.3954485067914881,none
MixedShapesRegularTrain,5,6,sfa,0.4202168901797475,var
MixedShapesRegularTrain,5,6,spartan,0.4094771076376309,woDAA
MixedShapesRegularTrain,5,6,spartan,0.467510973424465,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,6,6,sax,0.3435449624149562,none
MixedShapesRegularTrain,6,6,sfa,0.4463994209612143,none
MixedShapesRegularTrain,6,6,sfa,0.4732351445671524,var
MixedShapesRegularTrain,6,6,spartan,0.4771506510139229,woDAA
MixedShapesRegularTrain,6,6,spartan,0.5047460268473655,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,7,6,sax,0.3708214943162422,none
MixedShapesRegularTrain,7,6,sfa,0.4862579259744685,none
MixedShapesRegularTrain,7,6,sfa,0.5147146572279379,var
MixedShapesRegularTrain,7,6,spartan,0.5297019425661275,woDAA
MixedShapesRegularTrain,7,6,spartan,0.5328716098614232,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,8,6,sax,0.3951483975581925,none
MixedShapesRegularTrain,8,6,sfa,0.5161904614020882,none
MixedShapesRegularTrain,8,6,sfa,0.5466118407809877,var
MixedShapesRegularTrain,8,6,spartan,0.56763630388191,woDAA
MixedShapesRegularTrain,8,6,spartan,0.5898608593697923,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,9,6,sax,0.4176637156298695,none
MixedShapesRegularTrain,9,6,sfa,0.5399430243469248,none
MixedShapesRegularTrain,9,6,sfa,0.5729799175498353,var
MixedShapesRegularTrain,9,6,spartan,0.5928335915699757,woDAA
MixedShapesRegularTrain,9,6,spartan,0.6208412979394865,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,10,6,sax,0.4359495409828835,none
MixedShapesRegularTrain,10,6,sfa,0.5597639916867668,none
MixedShapesRegularTrain,10,6,sfa,0.5943429703079414,var
MixedShapesRegularTrain,10,6,spartan,0.613982932141474,woDAA
MixedShapesRegularTrain,10,6,spartan,0.6208412979394865,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,4,7,sax,0.2544230689042216,none
MixedShapesRegularTrain,4,7,sfa,0.3523483293858419,none
MixedShapesRegularTrain,4,7,sfa,0.3523483293858419,var
MixedShapesRegularTrain,4,7,spartan,0.3372627036863846,woDAA
MixedShapesRegularTrain,4,7,spartan,0.467510973424465,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,5,7,sax,0.3293791278076625,none
MixedShapesRegularTrain,5,7,sfa,0.4293489063938302,none
MixedShapesRegularTrain,5,7,sfa,0.4293489063938302,var
MixedShapesRegularTrain,5,7,spartan,0.4275938017198795,woDAA
MixedShapesRegularTrain,5,7,spartan,0.5047460268473655,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,6,7,sax,0.3714684729549976,none
MixedShapesRegularTrain,6,7,sfa,0.4835945819231305,none
MixedShapesRegularTrain,6,7,sfa,0.4835945819231305,var
MixedShapesRegularTrain,6,7,spartan,0.4971406295575155,woDAA
MixedShapesRegularTrain,6,7,spartan,0.5427162403264904,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,7,7,sax,0.4089583402715032,none
MixedShapesRegularTrain,7,7,sfa,0.5261228628107014,none
MixedShapesRegularTrain,7,7,sfa,0.5261228628107014,var
MixedShapesRegularTrain,7,7,spartan,0.5507439431399591,woDAA
MixedShapesRegularTrain,7,7,spartan,0.5640497350268036,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,8,7,sax,0.4352912531222669,none
MixedShapesRegularTrain,8,7,sfa,0.5586402693086171,none
MixedShapesRegularTrain,8,7,sfa,0.5586402693086171,var
MixedShapesRegularTrain,8,7,spartan,0.5898575834311974,woDAA
MixedShapesRegularTrain,8,7,spartan,0.6289762950595339,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,9,7,sax,0.4588261009721503,none
MixedShapesRegularTrain,9,7,sfa,0.5854783461041041,none
MixedShapesRegularTrain,9,7,sfa,0.5854783461041041,var
MixedShapesRegularTrain,9,7,spartan,0.6158451540892838,woDAA
MixedShapesRegularTrain,9,7,spartan,0.6400742110643888,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,10,7,sax,0.4781959748856198,none
MixedShapesRegularTrain,10,7,sfa,0.6073844347237461,none
MixedShapesRegularTrain,10,7,sfa,0.6073844347237461,var
MixedShapesRegularTrain,10,7,spartan,0.6373014769487094,woDAA
MixedShapesRegularTrain,10,7,spartan,0.658596390613721,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,4,8,sax,0.2928883682816112,none
MixedShapesRegularTrain,4,8,sfa,0.3742039765660536,none
MixedShapesRegularTrain,4,8,sfa,0.3742039765660536,var
MixedShapesRegularTrain,4,8,spartan,0.3430115709929964,woDAA
MixedShapesRegularTrain,4,8,spartan,0.4772686804792025,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,5,8,sax,0.3624849745522294,none
MixedShapesRegularTrain,5,8,sfa,0.4548080117957079,none
MixedShapesRegularTrain,5,8,sfa,0.4548080117957079,var
MixedShapesRegularTrain,5,8,spartan,0.4337501520269981,woDAA
MixedShapesRegularTrain,5,8,spartan,0.5153895664442535,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,6,8,sax,0.4080679166703191,none
MixedShapesRegularTrain,6,8,sfa,0.5132978774472448,none
MixedShapesRegularTrain,6,8,sfa,0.5132978774472448,var
MixedShapesRegularTrain,6,8,spartan,0.503576532447637,woDAA
MixedShapesRegularTrain,6,8,spartan,0.546096417892336,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,7,8,sax,0.4418477911708693,none
MixedShapesRegularTrain,7,8,sfa,0.5600355714521178,none
MixedShapesRegularTrain,7,8,sfa,0.5600355714521178,var
MixedShapesRegularTrain,7,8,spartan,0.5575626473331666,woDAA
MixedShapesRegularTrain,7,8,spartan,0.5794753711454377,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,8,8,sax,0.4722043807058552,none
MixedShapesRegularTrain,8,8,sfa,0.594220113423939,none
MixedShapesRegularTrain,8,8,sfa,0.594220113423939,var
MixedShapesRegularTrain,8,8,spartan,0.5971121209556395,woDAA
MixedShapesRegularTrain,8,8,spartan,0.6585963906137209,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,9,8,sax,0.4952580890926169,none
MixedShapesRegularTrain,9,8,sfa,0.6235982925420605,none
MixedShapesRegularTrain,9,8,sfa,0.6235982925420605,var
MixedShapesRegularTrain,9,8,spartan,0.6232852918899253,woDAA
MixedShapesRegularTrain,9,8,spartan,0.6701274715650294,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,10,8,sax,0.5155297017489389,none
MixedShapesRegularTrain,10,8,sfa,0.6458933682467732,none
MixedShapesRegularTrain,10,8,sfa,0.6458933682467732,var
MixedShapesRegularTrain,10,8,spartan,0.6451489914336918,woDAA
MixedShapesRegularTrain,10,8,spartan,0.6725317618809303,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,4,9,sax,0.3073394964851518,none
MixedShapesRegularTrain,4,9,sfa,0.3789695524888596,none
MixedShapesRegularTrain,4,9,sfa,0.3789695524888596,var
MixedShapesRegularTrain,4,9,spartan,0.3490782584948328,woDAA
MixedShapesRegularTrain,4,9,spartan,0.5047460268473655,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,5,9,sax,0.3819272741121406,none
MixedShapesRegularTrain,5,9,sfa,0.4597864311500107,none
MixedShapesRegularTrain,5,9,sfa,0.4597864311500107,var
MixedShapesRegularTrain,5,9,spartan,0.4403236953872309,woDAA
MixedShapesRegularTrain,5,9,spartan,0.5427162403264904,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,6,9,sax,0.4300424054103949,none
MixedShapesRegularTrain,6,9,sfa,0.5187007615480066,none
MixedShapesRegularTrain,6,9,sfa,0.5187007615480066,var
MixedShapesRegularTrain,6,9,spartan,0.510327950272353,woDAA
MixedShapesRegularTrain,6,9,spartan,0.5706856477917007,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,7,9,sax,0.4710289464258179,none
MixedShapesRegularTrain,7,9,sfa,0.5657528403327206,none
MixedShapesRegularTrain,7,9,sfa,0.5657528403327206,var
MixedShapesRegularTrain,7,9,spartan,0.5648528495760504,woDAA
MixedShapesRegularTrain,7,9,spartan,0.5958536625998193,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,8,9,sax,0.501627499301742,none
MixedShapesRegularTrain,8,9,sfa,0.6000434600275494,none
MixedShapesRegularTrain,8,9,sfa,0.6000434600275494,var
MixedShapesRegularTrain,8,9,spartan,0.6047453092168827,woDAA
MixedShapesRegularTrain,8,9,spartan,0.6725317618809303,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,9,9,sax,0.5269574416443934,none
MixedShapesRegularTrain,9,9,sfa,0.629551225918412,none
MixedShapesRegularTrain,9,9,sfa,0.629551225918412,var
MixedShapesRegularTrain,9,9,spartan,0.6311762569053103,woDAA
MixedShapesRegularTrain,9,9,spartan,0.6902102133407928,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,10,9,sax,0.545488342683451,none
MixedShapesRegularTrain,10,9,sfa,0.6520497221257271,none
MixedShapesRegularTrain,10,9,sfa,0.6520497221257271,var
MixedShapesRegularTrain,10,9,spartan,0.653299101879509,woDAA
MixedShapesRegularTrain,10,9,spartan,0.6928423555326658,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,4,10,sax,0.3110895859663974,none
MixedShapesRegularTrain,4,10,sfa,0.3856328175745113,none
MixedShapesRegularTrain,4,10,sfa,0.3856328175745113,var
MixedShapesRegularTrain,4,10,spartan,0.3544788547869692,woDAA
MixedShapesRegularTrain,4,10,spartan,0.5153895664442535,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,5,10,sax,0.3908738131906256,none
MixedShapesRegularTrain,5,10,sfa,0.4671286220147849,none
MixedShapesRegularTrain,5,10,sfa,0.4671286220147849,var
MixedShapesRegularTrain,5,10,spartan,0.4462430294620121,woDAA
MixedShapesRegularTrain,5,10,spartan,0.5671892220631319,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,6,10,sax,0.449223462913049,none
MixedShapesRegularTrain,6,10,sfa,0.5265239638058306,none
MixedShapesRegularTrain,6,10,sfa,0.5265239638058306,var
MixedShapesRegularTrain,6,10,spartan,0.5166079321114249,woDAA
MixedShapesRegularTrain,6,10,spartan,0.573881447666845,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,7,10,sax,0.4911994229782999,none
MixedShapesRegularTrain,7,10,sfa,0.5740002745131677,none
MixedShapesRegularTrain,7,10,sfa,0.5740002745131677,var
MixedShapesRegularTrain,7,10,spartan,0.5714331266368974,woDAA
MixedShapesRegularTrain,7,10,spartan,0.6030611761747329,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,8,10,sax,0.5225037242240133,none
MixedShapesRegularTrain,8,10,sfa,0.6086574254867438,none
MixedShapesRegularTrain,8,10,sfa,0.6086574254867438,var
MixedShapesRegularTrain,8,10,spartan,0.6116631655269378,woDAA
MixedShapesRegularTrain,8,10,spartan,0.6928423555326658,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,9,10,sax,0.5471109286329486,none
MixedShapesRegularTrain,9,10,sfa,0.6383697588725279,none
MixedShapesRegularTrain,9,10,sfa,0.6383697588725279,var
MixedShapesRegularTrain,9,10,spartan,0.6383995997523431,woDAA
MixedShapesRegularTrain,9,10,spartan,0.6952259847744631,dp_debug-reg7-delta0.5
MixedShapesRegularTrain,10,10,sax,0.5690058489696973,none
MixedShapesRegularTrain,10,10,sfa,0.6611561688378789,none
MixedShapesRegularTrain,10,10,sfa,0.6611561688378789,var
MixedShapesRegularTrain,10,10,spartan,0.6609670252593081,woDAA
MixedShapesRegularTrain,10,10,spartan,0.7125838105140201,dp_debug-reg7-delta0.5
Plane,4,4,sax,0.0126904786403047,none
Plane,4,4,sfa,0.1121708844142733,none
Plane,4,4,sfa,0.3026500935834355,var
Plane,4,4,spartan,0.3487993201512338,woDAA
Plane,4,4,spartan,0.4498476533726059,dp_debug-reg7-delta0.5
Plane,5,4,sax,0.0346947348570093,none
Plane,5,4,sfa,0.1312221361522969,none
Plane,5,4,sfa,0.3399186532923565,var
Plane,5,4,spartan,0.3840042829782732,woDAA
Plane,5,4,spartan,0.466411804456179,dp_debug-reg7-delta0.5
Plane,6,4,sax,0.0222001209083955,none
Plane,6,4,sfa,0.1622679514869494,none
Plane,6,4,sfa,0.3982084282271595,var
Plane,6,4,spartan,0.4311624924936713,woDAA
Plane,6,4,spartan,0.5060891645113775,dp_debug-reg7-delta0.5
Plane,7,4,sax,0.0610602576169397,none
Plane,7,4,sfa,0.2069732453978319,none
Plane,7,4,sfa,0.4158371545465182,var
Plane,7,4,spartan,0.5020464780411367,woDAA
Plane,7,4,spartan,0.5305460069490554,dp_debug-reg7-delta0.5
Plane,8,4,sax,0.0760708880465436,none
Plane,8,4,sfa,0.2159203569801491,none
Plane,8,4,sfa,0.4514684697604916,var
Plane,8,4,spartan,0.5410135956498314,woDAA
Plane,8,4,spartan,0.5703150567639473,dp_debug-reg7-delta0.5
Plane,9,4,sax,0.0715159074939663,none
Plane,9,4,sfa,0.2579398699487038,none
Plane,9,4,sfa,0.5039607563099215,var
Plane,9,4,spartan,0.5531171519105972,woDAA
