dataset,a,w,method,tlb,param
NonInvasiveFetalECGThorax2,10,10,sfa,0.4482735136008891,none
NonInvasiveFetalECGThorax2,10,10,sfa,0.4618963835836001,var
NonInvasiveFetalECGThorax2,10,10,spartan,0.6446753157030944,woDAA
NonInvasiveFetalECGThorax2,10,10,spartan,0.715398679071058,dp_debug-reg7-delta0.5
SmallKitchenAppliances,4,4,sax,0.0026666666666666,none
SmallKitchenAppliances,4,4,sfa,0.0434132935762154,none
SmallKitchenAppliances,4,4,sfa,0.0496580524326684,var
SmallKitchenAppliances,4,4,spartan,0.027134209591219,woDAA
SmallKitchenAppliances,4,4,spartan,0.027134209591219,dp_debug-reg7-delta0.5
SmallKitchenAppliances,5,4,sax,0.0026666666666666,none
SmallKitchenAppliances,5,4,sfa,0.0536082393686659,none
SmallKitchenAppliances,5,4,sfa,0.0604328398376836,var
SmallKitchenAppliances,5,4,spartan,0.0365112557105183,woDAA
SmallKitchenAppliances,5,4,spartan,0.0348865421719396,dp_debug-reg7-delta0.5
SmallKitchenAppliances,6,4,sax,0.0043901959833241,none
SmallKitchenAppliances,6,4,sfa,0.0606935797548182,none
SmallKitchenAppliances,6,4,sfa,0.0672782575336954,var
SmallKitchenAppliances,6,4,spartan,0.0429805770946792,woDAA
SmallKitchenAppliances,6,4,spartan,0.0432097955020511,dp_debug-reg7-delta0.5
SmallKitchenAppliances,7,4,sax,0.002882924221241,none
SmallKitchenAppliances,7,4,sfa,0.0656242266921585,none
SmallKitchenAppliances,7,4,sfa,0.0711962660187185,var
SmallKitchenAppliances,7,4,spartan,0.0490178440765277,woDAA
SmallKitchenAppliances,7,4,spartan,0.0477095056107955,dp_debug-reg7-delta0.5
SmallKitchenAppliances,8,4,sax,0.0041732315943305,none
SmallKitchenAppliances,8,4,sfa,0.0693423266525946,none
SmallKitchenAppliances,8,4,sfa,0.0750647065650758,var
SmallKitchenAppliances,8,4,spartan,0.0534099171267087,woDAA
SmallKitchenAppliances,8,4,spartan,0.0534099171267087,dp_debug-reg7-delta0.5
SmallKitchenAppliances,9,4,sax,0.0051173229598288,none
SmallKitchenAppliances,9,4,sfa,0.0723234816222836,none
SmallKitchenAppliances,9,4,sfa,0.0784662620814907,var
SmallKitchenAppliances,9,4,spartan,0.0583889227273191,woDAA
SmallKitchenAppliances,9,4,spartan,0.0534099171267087,dp_debug-reg7-delta0.5
SmallKitchenAppliances,10,4,sax,0.0083397941018629,none
SmallKitchenAppliances,10,4,sfa,0.0744790866108423,none
SmallKitchenAppliances,10,4,sfa,0.0809646690369954,var
SmallKitchenAppliances,10,4,spartan,0.0614740208622306,woDAA
SmallKitchenAppliances,10,4,spartan,0.0595284667539159,dp_debug-reg7-delta0.5
SmallKitchenAppliances,4,5,sax,0.0026666666666666,none
SmallKitchenAppliances,4,5,sfa,0.0490869720202971,none
SmallKitchenAppliances,4,5,sfa,0.0548927996261328,var
SmallKitchenAppliances,4,5,spartan,0.031656068604699,woDAA
SmallKitchenAppliances,4,5,spartan,0.031656068604699,dp_debug-reg7-delta0.5
SmallKitchenAppliances,5,5,sax,0.0026666666666666,none
SmallKitchenAppliances,5,5,sfa,0.0606440629319743,none
SmallKitchenAppliances,5,5,sfa,0.0672468702193541,var
SmallKitchenAppliances,5,5,spartan,0.042258913809004,woDAA
SmallKitchenAppliances,5,5,spartan,0.0388159286622867,dp_debug-reg7-delta0.5
SmallKitchenAppliances,6,5,sax,0.0045470162441284,none
SmallKitchenAppliances,6,5,sfa,0.0682693039148637,none
SmallKitchenAppliances,6,5,sfa,0.0745923337914854,var
SmallKitchenAppliances,6,5,spartan,0.0492198421901142,woDAA
SmallKitchenAppliances,6,5,spartan,0.0467330794742903,dp_debug-reg7-delta0.5
SmallKitchenAppliances,7,5,sax,0.0050101132305137,none
SmallKitchenAppliances,7,5,sfa,0.073779025024918,none
SmallKitchenAppliances,7,5,sfa,0.0791604000001847,var
SmallKitchenAppliances,7,5,spartan,0.0557089190336107,woDAA
SmallKitchenAppliances,7,5,spartan,0.0561730402639584,dp_debug-reg7-delta0.5
SmallKitchenAppliances,8,5,sax,0.0100168822055011,none
SmallKitchenAppliances,8,5,sfa,0.0777130742919671,none
SmallKitchenAppliances,8,5,sfa,0.083378645433755,var
SmallKitchenAppliances,8,5,spartan,0.0608122305477452,woDAA
SmallKitchenAppliances,8,5,spartan,0.0608122305477452,dp_debug-reg7-delta0.5
SmallKitchenAppliances,9,5,sax,0.0062828331573468,none
SmallKitchenAppliances,9,5,sfa,0.0812557546237593,none
SmallKitchenAppliances,9,5,sfa,0.0873376143316022,var
SmallKitchenAppliances,9,5,spartan,0.0661852571861303,woDAA
SmallKitchenAppliances,9,5,spartan,0.0608122305477452,dp_debug-reg7-delta0.5
SmallKitchenAppliances,10,5,sax,0.0223965991585238,none
SmallKitchenAppliances,10,5,sfa,0.0835531677393564,none
SmallKitchenAppliances,10,5,sfa,0.0898780166547589,var
SmallKitchenAppliances,10,5,spartan,0.0697424893799704,woDAA
SmallKitchenAppliances,10,5,spartan,0.0665363291826097,dp_debug-reg7-delta0.5
SmallKitchenAppliances,4,6,sax,0.0053008832571008,none
SmallKitchenAppliances,4,6,sfa,0.0558699874492363,none
SmallKitchenAppliances,4,6,sfa,0.0622014026773113,var
SmallKitchenAppliances,4,6,spartan,0.0365854658972082,woDAA
SmallKitchenAppliances,4,6,spartan,0.0365854658972082,dp_debug-reg7-delta0.5
SmallKitchenAppliances,5,6,sax,0.0027802981796502,none
SmallKitchenAppliances,5,6,sfa,0.0678774238030113,none
SmallKitchenAppliances,5,6,sfa,0.0748964910677845,var
SmallKitchenAppliances,5,6,spartan,0.0483994088891527,woDAA
SmallKitchenAppliances,5,6,spartan,0.0431156665360535,dp_debug-reg7-delta0.5
SmallKitchenAppliances,6,6,sax,0.0088519550768398,none
SmallKitchenAppliances,6,6,sfa,0.0765483848498623,none
SmallKitchenAppliances,6,6,sfa,0.0828196149293274,var
SmallKitchenAppliances,6,6,spartan,0.0563669112448794,woDAA
SmallKitchenAppliances,6,6,spartan,0.0563938845365164,dp_debug-reg7-delta0.5
SmallKitchenAppliances,7,6,sax,0.0061621180431174,none
SmallKitchenAppliances,7,6,sfa,0.0825561036227041,none
SmallKitchenAppliances,7,6,sfa,0.0879123551150089,var
SmallKitchenAppliances,7,6,spartan,0.0634198072396704,woDAA
SmallKitchenAppliances,7,6,spartan,0.0593981345775133,dp_debug-reg7-delta0.5
SmallKitchenAppliances,8,6,sax,0.0254804352393006,none
SmallKitchenAppliances,8,6,sfa,0.0868379292131519,none
SmallKitchenAppliances,8,6,sfa,0.0923374328290621,var
SmallKitchenAppliances,8,6,spartan,0.0692100640762373,woDAA
SmallKitchenAppliances,8,6,spartan,0.0692100640762373,dp_debug-reg7-delta0.5
SmallKitchenAppliances,9,6,sax,0.0112191215367414,none
SmallKitchenAppliances,9,6,sfa,0.0907158446494267,none
SmallKitchenAppliances,9,6,sfa,0.096477237351354,var
SmallKitchenAppliances,9,6,spartan,0.0756113196021146,woDAA
SmallKitchenAppliances,9,6,spartan,0.0744869756463715,dp_debug-reg7-delta0.5
SmallKitchenAppliances,10,6,sax,0.0389643517895781,none
SmallKitchenAppliances,10,6,sfa,0.0932055966617913,none
SmallKitchenAppliances,10,6,sfa,0.099332298559918,var
SmallKitchenAppliances,10,6,spartan,0.0796010204005692,woDAA
SmallKitchenAppliances,10,6,spartan,0.0744869756463715,dp_debug-reg7-delta0.5
SmallKitchenAppliances,4,7,sax,0.0051285187822445,none
SmallKitchenAppliances,4,7,sfa,0.0614539021643108,none
SmallKitchenAppliances,4,7,sfa,0.0675260734802069,var
SmallKitchenAppliances,4,7,spartan,0.0401462694356323,woDAA
SmallKitchenAppliances,4,7,spartan,0.0401462694356323,dp_debug-reg7-delta0.5
SmallKitchenAppliances,5,7,sax,0.0042429032847104,none
SmallKitchenAppliances,5,7,sfa,0.0744947618210166,none
SmallKitchenAppliances,5,7,sfa,0.0811912892563929,var
SmallKitchenAppliances,5,7,spartan,0.0526698591391542,woDAA
SmallKitchenAppliances,5,7,spartan,0.0534565995359837,dp_debug-reg7-delta0.5
SmallKitchenAppliances,6,7,sax,0.0239079941526491,none
SmallKitchenAppliances,6,7,sfa,0.0836733418287209,none
SmallKitchenAppliances,6,7,sfa,0.0892700686588775,var
SmallKitchenAppliances,6,7,spartan,0.0613015904374772,woDAA
SmallKitchenAppliances,6,7,spartan,0.0619931833583984,dp_debug-reg7-delta0.5
SmallKitchenAppliances,7,7,sax,0.0083258555568893,none
SmallKitchenAppliances,7,7,sfa,0.0900459539620444,none
SmallKitchenAppliances,7,7,sfa,0.0950023154615169,var
SmallKitchenAppliances,7,7,spartan,0.0688059380085112,woDAA
SmallKitchenAppliances,7,7,spartan,0.066053754302137,dp_debug-reg7-delta0.5
SmallKitchenAppliances,8,7,sax,0.039055618576587,none
SmallKitchenAppliances,8,7,sfa,0.0947229696824792,none
SmallKitchenAppliances,8,7,sfa,0.1003399686486228,var
SmallKitchenAppliances,8,7,spartan,0.074844065976756,woDAA
SmallKitchenAppliances,8,7,spartan,0.074844065976756,dp_debug-reg7-delta0.5
SmallKitchenAppliances,9,7,sax,0.0235312473113795,none
SmallKitchenAppliances,9,7,sfa,0.0988567604588027,none
SmallKitchenAppliances,9,7,sfa,0.104750831385289,var
SmallKitchenAppliances,9,7,spartan,0.0818248042383886,woDAA
SmallKitchenAppliances,9,7,spartan,0.0798242259168548,dp_debug-reg7-delta0.5
SmallKitchenAppliances,10,7,sax,0.049943685830134,none
SmallKitchenAppliances,10,7,sfa,0.1015801211632951,none
SmallKitchenAppliances,10,7,sfa,0.1075496555812654,var
SmallKitchenAppliances,10,7,spartan,0.0860665775688009,woDAA
SmallKitchenAppliances,10,7,spartan,0.0840486074501035,dp_debug-reg7-delta0.5
SmallKitchenAppliances,4,8,sax,0.0065763426997769,none
SmallKitchenAppliances,4,8,sfa,0.0667014806113026,none
SmallKitchenAppliances,4,8,sfa,0.0734482201455426,var
SmallKitchenAppliances,4,8,spartan,0.0434102131840998,woDAA
SmallKitchenAppliances,4,8,spartan,0.0434102131840998,dp_debug-reg7-delta0.5
SmallKitchenAppliances,5,8,sax,0.0054051937199622,none
SmallKitchenAppliances,5,8,sfa,0.080386221136754,none
SmallKitchenAppliances,5,8,sfa,0.0874032394690754,var
SmallKitchenAppliances,5,8,spartan,0.0562969548952651,woDAA
SmallKitchenAppliances,5,8,spartan,0.0562056145383922,dp_debug-reg7-delta0.5
SmallKitchenAppliances,6,8,sax,0.0297108621597586,none
SmallKitchenAppliances,6,8,sfa,0.0900090997098493,none
SmallKitchenAppliances,6,8,sfa,0.0959700525105159,var
SmallKitchenAppliances,6,8,spartan,0.0656863177166415,woDAA
SmallKitchenAppliances,6,8,spartan,0.0645377431157652,dp_debug-reg7-delta0.5
SmallKitchenAppliances,7,8,sax,0.0135894929119009,none
SmallKitchenAppliances,7,8,sfa,0.0968988929527073,none
SmallKitchenAppliances,7,8,sfa,0.1021946335867151,var
SmallKitchenAppliances,7,8,spartan,0.0735271766065268,woDAA
SmallKitchenAppliances,7,8,spartan,0.0732841459095337,dp_debug-reg7-delta0.5
SmallKitchenAppliances,8,8,sax,0.0511213813672638,none
SmallKitchenAppliances,8,8,sfa,0.1017555356861139,none
SmallKitchenAppliances,8,8,sfa,0.107705483987753,var
SmallKitchenAppliances,8,8,spartan,0.0800812071633802,woDAA
SmallKitchenAppliances,8,8,spartan,0.0800812071633802,dp_debug-reg7-delta0.5
SmallKitchenAppliances,9,8,sax,0.0293145687947396,none
SmallKitchenAppliances,9,8,sfa,0.1063079409881751,none
SmallKitchenAppliances,9,8,sfa,0.1122747500756863,var
SmallKitchenAppliances,9,8,spartan,0.0873458899313604,woDAA
SmallKitchenAppliances,9,8,spartan,0.0848983141611226,dp_debug-reg7-delta0.5
SmallKitchenAppliances,10,8,sax,0.0592236636259589,none
SmallKitchenAppliances,10,8,sfa,0.1091580497003915,none
SmallKitchenAppliances,10,8,sfa,0.1153618714730664,var
SmallKitchenAppliances,10,8,spartan,0.0921081389555732,woDAA
SmallKitchenAppliances,10,8,spartan,0.08901292019013,dp_debug-reg7-delta0.5
SmallKitchenAppliances,4,9,sax,0.0092263944880422,none
SmallKitchenAppliances,4,9,sfa,0.0716484228641309,none
SmallKitchenAppliances,4,9,sfa,0.0780526899891846,var
SmallKitchenAppliances,4,9,spartan,0.0483165268484407,woDAA
SmallKitchenAppliances,4,9,spartan,0.0483165268484407,dp_debug-reg7-delta0.5
SmallKitchenAppliances,5,9,sax,0.0053785525550988,none
SmallKitchenAppliances,5,9,sfa,0.0867353349023182,none
SmallKitchenAppliances,5,9,sfa,0.0932770342776553,var
SmallKitchenAppliances,5,9,spartan,0.0622362350917339,woDAA
SmallKitchenAppliances,5,9,spartan,0.0604510917209789,dp_debug-reg7-delta0.5
SmallKitchenAppliances,6,9,sax,0.0407242577656677,none
SmallKitchenAppliances,6,9,sfa,0.0965507319049592,none
SmallKitchenAppliances,6,9,sfa,0.1024943757211278,var
SmallKitchenAppliances,6,9,spartan,0.0721511061810086,woDAA
SmallKitchenAppliances,6,9,spartan,0.0717410748280926,dp_debug-reg7-delta0.5
SmallKitchenAppliances,7,9,sax,0.0238950914263474,none
SmallKitchenAppliances,7,9,sfa,0.1034670400404948,none
SmallKitchenAppliances,7,9,sfa,0.109208382060463,var
SmallKitchenAppliances,7,9,spartan,0.0806783639578438,woDAA
SmallKitchenAppliances,7,9,spartan,0.0799107008303555,dp_debug-reg7-delta0.5
SmallKitchenAppliances,8,9,sax,0.0596981247840958,none
SmallKitchenAppliances,8,9,sfa,0.1085609980098193,none
SmallKitchenAppliances,8,9,sfa,0.1148261369093437,var
SmallKitchenAppliances,8,9,spartan,0.0873924950614986,woDAA
SmallKitchenAppliances,8,9,spartan,0.0873924950614986,dp_debug-reg7-delta0.5
SmallKitchenAppliances,9,9,sax,0.0399083674756605,none
SmallKitchenAppliances,9,9,sfa,0.1136762038317324,none
SmallKitchenAppliances,9,9,sfa,0.1197242651060523,var
SmallKitchenAppliances,9,9,spartan,0.0946961181571948,woDAA
SmallKitchenAppliances,9,9,spartan,0.0919661555500763,dp_debug-reg7-delta0.5
SmallKitchenAppliances,10,9,sax,0.0697877348290725,none
SmallKitchenAppliances,10,9,sfa,0.1167454195857226,none
SmallKitchenAppliances,10,9,sfa,0.1231682456502006,var
SmallKitchenAppliances,10,9,spartan,0.0999160176401432,woDAA
SmallKitchenAppliances,10,9,spartan,0.0959273432873142,dp_debug-reg7-delta0.5
SmallKitchenAppliances,4,10,sax,0.0199566234782909,none
SmallKitchenAppliances,4,10,sfa,0.0759454851518208,none
SmallKitchenAppliances,4,10,sfa,0.0832355392579751,var
SmallKitchenAppliances,4,10,spartan,0.0519767952032227,woDAA
SmallKitchenAppliances,4,10,spartan,0.0519767952032227,dp_debug-reg7-delta0.5
SmallKitchenAppliances,5,10,sax,0.0072155207861739,none
SmallKitchenAppliances,5,10,sfa,0.0917255232772064,none
SmallKitchenAppliances,5,10,sfa,0.0987228267859927,var
SmallKitchenAppliances,5,10,spartan,0.0663934357514803,woDAA
SmallKitchenAppliances,5,10,spartan,0.0687998101359694,dp_debug-reg7-delta0.5
SmallKitchenAppliances,6,10,sax,0.0574232102721834,none
SmallKitchenAppliances,6,10,sfa,0.1016956620549866,none
SmallKitchenAppliances,6,10,sfa,0.108379230619811,var
SmallKitchenAppliances,6,10,spartan,0.0770077395342764,woDAA
SmallKitchenAppliances,6,10,spartan,0.0736585815946019,dp_debug-reg7-delta0.5
SmallKitchenAppliances,7,10,sax,0.0316428836648138,none
SmallKitchenAppliances,7,10,sfa,0.1090329770414159,none
SmallKitchenAppliances,7,10,sfa,0.1154992395326725,var
SmallKitchenAppliances,7,10,spartan,0.0858375021705199,woDAA
SmallKitchenAppliances,7,10,spartan,0.0854411995643057,dp_debug-reg7-delta0.5
SmallKitchenAppliances,8,10,sax,0.0711897903606667,none
SmallKitchenAppliances,8,10,sfa,0.1144878455855716,none
SmallKitchenAppliances,8,10,sfa,0.1213097537055364,var
SmallKitchenAppliances,8,10,spartan,0.0931271602508123,woDAA
SmallKitchenAppliances,8,10,spartan,0.0931271602508123,dp_debug-reg7-delta0.5
SmallKitchenAppliances,9,10,sax,0.0541971668856418,none
SmallKitchenAppliances,9,10,sfa,0.1198642204123656,none
SmallKitchenAppliances,9,10,sfa,0.1263474306897163,var
SmallKitchenAppliances,9,10,spartan,0.1005043229604496,woDAA
SmallKitchenAppliances,9,10,spartan,0.0975517729981964,dp_debug-reg7-delta0.5
SmallKitchenAppliances,10,10,sax,0.0813677983649416,none
SmallKitchenAppliances,10,10,sfa,0.1232975194293972,none
SmallKitchenAppliances,10,10,sfa,0.1300421753538264,var
SmallKitchenAppliances,10,10,spartan,0.1059122002164553,woDAA
SmallKitchenAppliances,10,10,spartan,0.1033839633054314,dp_debug-reg7-delta0.5
CricketY,4,4,sax,0.1469396694302591,none
CricketY,4,4,sfa,0.2266268289969963,none
CricketY,4,4,sfa,0.2266268289969963,var
CricketY,4,4,spartan,0.2806272393635909,woDAA
CricketY,4,4,spartan,0.3240870371470906,dp_debug-reg7-delta0.5
CricketY,5,4,sax,0.1939549469965935,none
CricketY,5,4,sfa,0.2815854603707003,none
CricketY,5,4,sfa,0.2815854603707003,var
CricketY,5,4,spartan,0.3392822367354523,woDAA
CricketY,5,4,spartan,0.3500171429076198,dp_debug-reg7-delta0.5
CricketY,6,4,sax,0.2206383142943217,none
CricketY,6,4,sfa,0.3185012051089744,none
CricketY,6,4,sfa,0.3185012051089744,var
CricketY,6,4,spartan,0.3879384823065192,woDAA
CricketY,6,4,spartan,0.3891047624162623,dp_debug-reg7-delta0.5
CricketY,7,4,sax,0.2429986290532587,none
CricketY,7,4,sfa,0.347049697737999,none
CricketY,7,4,sfa,0.347049697737999,var
CricketY,7,4,spartan,0.4124240654963265,woDAA
CricketY,7,4,spartan,0.422581430246563,dp_debug-reg7-delta0.5
CricketY,8,4,sax,0.2662763938586129,none
CricketY,8,4,sfa,0.3720478584509584,none
CricketY,8,4,sfa,0.3720478584509584,var
CricketY,8,4,spartan,0.4446246591494825,woDAA
CricketY,8,4,spartan,0.4641810879589692,dp_debug-reg7-delta0.5
CricketY,9,4,sax,0.2825551371158148,none
CricketY,9,4,sfa,0.3898576834710531,none
CricketY,9,4,sfa,0.3898576834710531,var
CricketY,9,4,spartan,0.4668701095158524,woDAA
CricketY,9,4,spartan,0.4641810879589692,dp_debug-reg7-delta0.5
CricketY,10,4,sax,0.2958778486829402,none
CricketY,10,4,sfa,0.4061955592216973,none
CricketY,10,4,sfa,0.4061955592216973,var
CricketY,10,4,spartan,0.4835864824316749,woDAA
CricketY,10,4,spartan,0.4844758136439023,dp_debug-reg7-delta0.5
CricketY,4,5,sax,0.1944658315006115,none
CricketY,4,5,sfa,0.2453230666472037,none
CricketY,4,5,sfa,0.2453230666472037,var
CricketY,4,5,spartan,0.3033589288447948,woDAA
CricketY,4,5,spartan,0.3500171429076198,dp_debug-reg7-delta0.5
CricketY,5,5,sax,0.2532796327214216,none
CricketY,5,5,sfa,0.3049043148100473,none
CricketY,5,5,sfa,0.3049043148100473,var
CricketY,5,5,spartan,0.364809227606427,woDAA
CricketY,5,5,spartan,0.3688340407009308,dp_debug-reg7-delta0.5
CricketY,6,5,sax,0.2890937210792934,none
CricketY,6,5,sfa,0.3445198047826312,none
CricketY,6,5,sfa,0.3445198047826312,var
CricketY,6,5,spartan,0.4142279897859051,woDAA
CricketY,6,5,spartan,0.4058776887629332,dp_debug-reg7-delta0.5
CricketY,7,5,sax,0.3121853225250387,none
CricketY,7,5,sfa,0.3753925806983224,none
CricketY,7,5,sfa,0.3753925806983224,var
CricketY,7,5,spartan,0.4412917261966882,woDAA
CricketY,7,5,spartan,0.4584831495420278,dp_debug-reg7-delta0.5
CricketY,8,5,sax,0.3355934141496639,none
CricketY,8,5,sfa,0.4020126744458845,none
CricketY,8,5,sfa,0.4020126744458845,var
CricketY,8,5,spartan,0.4750754335680843,woDAA
CricketY,8,5,spartan,0.4971923776533072,dp_debug-reg7-delta0.5
CricketY,9,5,sax,0.3606385306191728,none
CricketY,9,5,sfa,0.4209723926089284,none
CricketY,9,5,sfa,0.4209723926089284,var
CricketY,9,5,spartan,0.4980726614283136,woDAA
CricketY,9,5,spartan,0.4971923776533072,dp_debug-reg7-delta0.5
CricketY,10,5,sax,0.3728797093591153,none
CricketY,10,5,sfa,0.4381393268582558,none
CricketY,10,5,sfa,0.4381393268582558,var
CricketY,10,5,spartan,0.5155706007686159,woDAA
CricketY,10,5,spartan,0.5126178190147614,dp_debug-reg7-delta0.5
CricketY,4,6,sax,0.2323480819000268,none
CricketY,4,6,sfa,0.2643907123559719,none
CricketY,4,6,sfa,0.2643907123559719,var
CricketY,4,6,spartan,0.3207307241194906,woDAA
CricketY,4,6,spartan,0.3688340407009308,dp_debug-reg7-delta0.5
CricketY,5,6,sax,0.2859459194542735,none
CricketY,5,6,sfa,0.3255252918135727,none
CricketY,5,6,sfa,0.3255252918135727,var
CricketY,5,6,spartan,0.384668129693617,woDAA
CricketY,5,6,spartan,0.3833378165815288,dp_debug-reg7-delta0.5
CricketY,6,6,sax,0.3213756173082283,none
CricketY,6,6,sfa,0.3696417645404524,none
CricketY,6,6,sfa,0.3696417645404524,var
CricketY,6,6,spartan,0.4355466100142099,woDAA
CricketY,6,6,spartan,0.4496158003767164,dp_debug-reg7-delta0.5
CricketY,7,6,sax,0.3559031887142388,none
CricketY,7,6,sfa,0.4027428777721167,none
CricketY,7,6,sfa,0.4027428777721167,var
CricketY,7,6,spartan,0.4640743936560736,woDAA
CricketY,7,6,spartan,0.4694534640115447,dp_debug-reg7-delta0.5
CricketY,8,6,sax,0.3743266013903964,none
CricketY,8,6,sfa,0.4302737139876437,none
CricketY,8,6,sfa,0.4302737139876437,var
CricketY,8,6,spartan,0.4986330913480608,woDAA
CricketY,8,6,spartan,0.5221966481692322,dp_debug-reg7-delta0.5
CricketY,9,6,sax,0.3976328512904339,none
CricketY,9,6,sfa,0.449921225577874,none
CricketY,9,6,sfa,0.449921225577874,var
CricketY,9,6,spartan,0.5226966455092354,woDAA
CricketY,9,6,spartan,0.5345856666768382,dp_debug-reg7-delta0.5
CricketY,10,6,sax,0.4097632385316973,none
CricketY,10,6,sfa,0.4676280319257289,none
CricketY,10,6,sfa,0.4676280319257289,var
CricketY,10,6,spartan,0.5413139741341862,woDAA
CricketY,10,6,spartan,0.5345856666768382,dp_debug-reg7-delta0.5
CricketY,4,7,sax,0.2676053509499005,none
CricketY,4,7,sfa,0.2774949016479578,none
CricketY,4,7,sfa,0.2788840799368079,var
CricketY,4,7,spartan,0.3321742764398092,woDAA
CricketY,4,7,spartan,0.3833378165815288,dp_debug-reg7-delta0.5
CricketY,5,7,sax,0.3208891813438126,none
CricketY,5,7,sfa,0.3406945651539633,none
CricketY,5,7,sfa,0.3424767439371016,var
CricketY,5,7,spartan,0.3980856185032743,woDAA
CricketY,5,7,spartan,0.4275610603985751,dp_debug-reg7-delta0.5
CricketY,6,7,sax,0.3555411818713262,none
CricketY,6,7,sfa,0.3868828224496196,none
CricketY,6,7,sfa,0.3888809810942629,var
CricketY,6,7,spartan,0.4500424981876392,woDAA
CricketY,6,7,spartan,0.4768902498991995,dp_debug-reg7-delta0.5
CricketY,7,7,sax,0.3863880868009979,none
CricketY,7,7,sfa,0.4215324307084196,none
CricketY,7,7,sfa,0.4236128170810019,var
CricketY,7,7,spartan,0.4798914791200364,woDAA
CricketY,7,7,spartan,0.492423148190301,dp_debug-reg7-delta0.5
CricketY,8,7,sax,0.4110370143160082,none
CricketY,8,7,sfa,0.4493049161108343,none
CricketY,8,7,sfa,0.4528692286860832,var
CricketY,8,7,spartan,0.5155150891621354,woDAA
CricketY,8,7,spartan,0.5408125248066149,dp_debug-reg7-delta0.5
CricketY,9,7,sax,0.4327297657864465,none
CricketY,9,7,sfa,0.4699450943857413,none
CricketY,9,7,sfa,0.473220596946674,var
CricketY,9,7,spartan,0.5403192228380845,woDAA
CricketY,9,7,spartan,0.5504298900480267,dp_debug-reg7-delta0.5
CricketY,10,7,sax,0.4481660740283244,none
CricketY,10,7,sfa,0.4883689803364894,none
CricketY,10,7,sfa,0.4915826684369813,var
CricketY,10,7,spartan,0.5602226912846494,woDAA
CricketY,10,7,spartan,0.5706842895995476,dp_debug-reg7-delta0.5
CricketY,4,8,sax,0.2744191229546265,none
CricketY,4,8,sfa,0.2910438324456518,none
CricketY,4,8,sfa,0.2912139175002131,var
CricketY,4,8,spartan,0.3432895198818744,woDAA
CricketY,4,8,spartan,0.3930598596250147,dp_debug-reg7-delta0.5
CricketY,5,8,sax,0.3379605972327466,none
CricketY,5,8,sfa,0.3567089146797642,none
CricketY,5,8,sfa,0.3564060993437801,var
CricketY,5,8,spartan,0.4114836528606012,woDAA
CricketY,5,8,spartan,0.4361968055438764,dp_debug-reg7-delta0.5
CricketY,6,8,sax,0.3777003030459308,none
CricketY,6,8,sfa,0.4051133472049949,none
CricketY,6,8,sfa,0.4038380286163371,var
CricketY,6,8,spartan,0.4640245940764959,woDAA
CricketY,6,8,spartan,0.4844288096170461,dp_debug-reg7-delta0.5
CricketY,7,8,sax,0.409056807570761,none
CricketY,7,8,sfa,0.4413063568017301,none
CricketY,7,8,sfa,0.4396158021173968,var
CricketY,7,8,spartan,0.4948532798356778,woDAA
CricketY,7,8,spartan,0.5121476781576293,dp_debug-reg7-delta0.5
CricketY,8,8,sax,0.4328966821885301,none
CricketY,8,8,sfa,0.470809094595322,none
CricketY,8,8,sfa,0.4692835636111615,var
CricketY,8,8,spartan,0.5313988598064159,woDAA
CricketY,8,8,spartan,0.5566273769843214,dp_debug-reg7-delta0.5
CricketY,9,8,sax,0.4533845174602935,none
CricketY,9,8,sfa,0.4921499875575494,none
CricketY,9,8,sfa,0.490240393640449,var
CricketY,9,8,spartan,0.5566728734719631,woDAA
CricketY,9,8,spartan,0.5654312449013382,dp_debug-reg7-delta0.5
CricketY,10,8,sax,0.4742556189909835,none
CricketY,10,8,sfa,0.51121794911405,none
CricketY,10,8,sfa,0.5095648854580297,var
CricketY,10,8,spartan,0.5776481928847726,woDAA
CricketY,10,8,spartan,0.585068574334089,dp_debug-reg7-delta0.5
CricketY,4,9,sax,0.2908099279816977,none
CricketY,4,9,sfa,0.3006135072234293,none
CricketY,4,9,sfa,0.3025195715175675,var
CricketY,4,9,spartan,0.3523849696717179,woDAA
CricketY,4,9,spartan,0.4026052638224329,dp_debug-reg7-delta0.5
CricketY,5,9,sax,0.3490542659870029,none
CricketY,5,9,sfa,0.3671025263719964,none
CricketY,5,9,sfa,0.3697915989438878,var
CricketY,5,9,spartan,0.4217165962628546,woDAA
CricketY,5,9,spartan,0.4657350397010326,dp_debug-reg7-delta0.5
CricketY,6,9,sax,0.3940092233459851,none
CricketY,6,9,sfa,0.4164726266444938,none
CricketY,6,9,sfa,0.4191759389765356,var
CricketY,6,9,spartan,0.475385422462127,woDAA
CricketY,6,9,spartan,0.5055878339358809,dp_debug-reg7-delta0.5
CricketY,7,9,sax,0.4308570193780409,none
CricketY,7,9,sfa,0.4535756140045507,none
CricketY,7,9,sfa,0.4564113686014033,var
CricketY,7,9,spartan,0.5070988887136494,woDAA
CricketY,7,9,spartan,0.5276754129124043,dp_debug-reg7-delta0.5
CricketY,8,9,sax,0.4587774836305897,none
CricketY,8,9,sfa,0.4836626649171231,none
CricketY,8,9,sfa,0.4863557375713154,var
CricketY,8,9,spartan,0.5447189577947681,woDAA
CricketY,8,9,spartan,0.5705439502704363,dp_debug-reg7-delta0.5
CricketY,9,9,sax,0.4785409623169107,none
